Time;ET0;Rn;soilT;airT;Hsoil;Vel Viento;HR aire;Pp
01-05-2017;3.38;13.34;293.47;286.05;0.26;2.68;72.86;0.00
02-05-2017;3.47;12.68;295.24;288.06;0.24;2.53;72.83;0.00
03-05-2017;3.06;10.82;292.19;287.10;0.34;2.81;72.54;0.00
04-05-2017;2.76;10.49;292.38;286.23;0.27;2.34;75.59;0.00
05-05-2017;3.38;13.10;293.56;287.27;0.30;2.59;74.94;0.00
06-05-2017;3.69;13.34;294.61;288.70;0.27;2.28;71.57;0.00
07-05-2017;2.07;7.27;293.27;286.12;0.23;2.39;78.48;0.00
08-05-2017;3.53;13.61;292.03;287.28;0.33;2.54;73.64;0.00
09-05-2017;3.33;11.96;293.11;287.47;0.26;2.40;70.70;0.00
10-05-2017;3.87;15.14;293.48;287.10;0.30;2.28;71.39;0.00
11-05-2017;2.76;9.85;294.69;288.25;0.26;2.29;77.17;0.00
12-05-2017;3.10;10.08;293.79;286.81;0.23;2.72;67.03;0.00
13-05-2017;3.81;14.22;293.03;288.37;0.33;2.51;72.57;0.00
14-05-2017;3.49;12.64;292.69;287.55;0.25;2.83;71.15;0.00
15-05-2017;3.57;14.88;293.18;286.14;0.34;2.35;75.31;0.00
16-05-2017;3.36;10.77;294.90;289.14;0.27;2.49;68.80;0.00
17-05-2017;3.77;13.17;293.37;286.56;0.24;2.48;62.37;0.00
18-05-2017;3.43;13.88;292.44;286.95;0.32;3.00;76.65;0.00
19-05-2017;3.26;12.94;292.95;286.52;0.28;2.78;75.47;0.00
20-05-2017;2.49;8.73;293.14;286.77;0.37;2.45;75.57;0.00
21-05-2017;3.97;13.98;295.23;288.77;0.27;2.27;67.49;0.00
22-05-2017;3.94;13.45;293.50;287.40;0.33;2.92;63.62;0.00
23-05-2017;3.33;12.65;293.15;287.58;0.31;2.48;75.02;0.00
24-05-2017;3.12;12.19;292.80;286.64;0.35;2.57;75.72;0.00
25-05-2017;4.72;17.10;293.85;288.23;0.35;2.84;63.61;0.00
26-05-2017;3.34;11.77;294.56;287.97;0.26;2.25;70.63;0.00
27-05-2017;3.52;13.11;294.41;287.66;0.40;2.53;72.41;0.00
28-05-2017;3.99;15.22;293.59;288.29;0.31;2.64;72.83;0.00
29-05-2017;3.44;13.17;293.16;287.60;0.32;2.74;74.82;0.00
30-05-2017;4.38;14.99;293.49;288.83;0.32;2.15;61.44;0.00
31-05-2017;4.12;13.62;294.81;289.07;0.26;2.57;64.03;0.44
01-06-2017;4.11;13.36;294.93;288.83;0.38;2.60;62.42;0.00
02-06-2017;3.45;13.01;293.77;288.09;0.30;2.53;74.93;0.00
03-06-2017;2.73;8.97;293.05;287.54;0.30;2.34;71.64;0.00
04-06-2017;3.77;14.13;294.43;288.31;0.31;2.46;72.79;0.00
05-06-2017;4.06;14.87;295.59;288.69;0.26;2.59;70.49;0.00
06-06-2017;3.82;13.47;294.21;287.63;0.36;2.40;65.87;0.00
07-06-2017;3.10;12.20;293.23;287.09;0.34;2.35;77.30;0.00
08-06-2017;3.15;11.22;293.12;287.64;0.29;2.28;72.09;0.00
09-06-2017;4.30;15.65;294.90;289.02;0.31;2.25;68.49;0.00
10-06-2017;4.07;13.55;296.77;290.36;0.27;2.36;67.93;0.00
11-06-2017;4.04;13.78;294.33;288.46;0.38;2.65;65.23;0.00
12-06-2017;3.63;14.45;293.02;287.49;0.36;2.74;75.67;0.00
13-06-2017;3.65;14.31;293.41;287.69;0.28;2.77;75.18;0.00
14-06-2017;3.84;15.01;294.49;288.02;0.39;2.20;74.51;0.00
15-06-2017;4.13;14.29;296.35;289.70;0.27;2.32;68.28;0.00
16-06-2017;4.05;13.60;294.52;288.82;0.42;2.60;64.89;0.00
17-06-2017;3.42;14.55;292.91;286.74;0.35;2.64;79.62;0.00
18-06-2017;3.63;13.94;293.58;287.90;0.33;2.64;74.53;0.00
19-06-2017;3.99;15.86;294.00;287.90;0.36;2.47;74.57;0.00
20-06-2017;4.07;14.51;296.41;289.67;0.26;2.64;71.57;0.00
21-06-2017;3.73;13.66;294.30;288.08;0.39;2.97;71.69;0.00
22-06-2017;3.61;14.13;293.13;287.30;0.34;2.30;73.85;0.00
23-06-2017;3.63;13.94;293.63;288.20;0.32;2.65;75.29;0.00
24-06-2017;3.40;14.35;293.66;286.65;0.33;2.34;79.26;0.00
25-06-2017;3.65;14.16;295.99;288.41;0.26;2.57;76.49;0.00
26-06-2017;3.85;12.98;295.13;289.25;0.41;2.36;67.24;0.00
27-06-2017;3.41;14.10;292.91;286.61;0.33;2.70;77.25;0.00
28-06-2017;3.74;13.49;294.19;289.10;0.30;2.64;73.12;0.00
29-06-2017;3.74;15.90;293.56;286.83;0.31;2.77;77.57;0.00
30-06-2017;3.11;10.90;295.78;288.98;0.34;2.09;74.27;0.00
01-07-2017;4.33;13.98;295.82;290.32;0.43;2.47;64.09;0.00
02-07-2017;3.01;10.77;292.72;287.30;0.32;2.49;73.18;0.00
03-07-2017;3.39;13.13;294.10;288.12;0.28;2.39;77.20;0.00
04-07-2017;3.85;14.93;293.97;287.85;0.30;2.43;73.38;0.00
05-07-2017;3.18;10.88;294.98;289.23;0.36;1.82;71.65;0.00
06-07-2017;4.10;14.41;295.75;289.61;0.41;2.39;69.63;0.00
07-07-2017;3.96;15.11;293.16;287.68;0.31;2.48;70.73;0.00
08-07-2017;3.90;14.90;294.48;288.80;0.27;2.57;74.91;0.00
09-07-2017;4.34;15.99;294.09;288.47;0.30;2.48;67.87;0.00
10-07-2017;3.69;12.75;295.24;289.47;0.34;2.47;71.32;0.00
11-07-2017;3.81;14.09;295.43;288.95;0.39;2.58;73.79;0.00
12-07-2017;3.72;15.18;292.60;286.81;0.30;2.74;74.74;0.00
13-07-2017;3.81;13.91;295.01;289.46;0.26;2.63;74.26;0.00
14-07-2017;4.32;15.62;294.05;288.58;0.35;2.32;66.48;0.00
15-07-2017;3.61;12.61;295.51;289.16;0.33;2.24;71.08;0.00
16-07-2017;3.89;13.86;295.79;289.49;0.37;2.60;72.06;0.00
17-07-2017;3.82;15.03;292.73;287.40;0.29;2.66;73.47;0.00
18-07-2017;3.80;14.37;295.27;289.36;0.26;2.63;76.35;0.00
19-07-2017;3.44;12.79;294.01;287.96;0.32;2.37;73.54;0.00
20-07-2017;3.11;10.22;294.74;288.64;0.31;2.53;71.46;0.00
21-07-2017;4.64;15.69;296.47;290.46;0.38;2.57;65.85;0.00
22-07-2017;3.59;14.31;292.79;286.83;0.28;2.40;73.97;0.00
23-07-2017;3.71;14.08;294.86;288.74;0.27;2.81;75.74;0.00
24-07-2017;4.14;15.63;294.39;288.40;0.30;2.34;70.92;0.00
25-07-2017;4.13;14.48;297.19;290.43;0.26;2.24;71.09;0.00
26-07-2017;4.36;15.50;296.41;289.74;0.32;2.42;69.08;0.00
27-07-2017;4.88;17.59;294.31;290.43;0.30;2.69;69.32;0.00
28-07-2017;4.82;14.82;294.69;290.72;0.23;2.56;58.05;0.00
29-07-2017;4.14;16.28;295.99;289.07;0.22;2.58;76.42;0.00
30-07-2017;3.51;11.83;296.46;290.25;0.26;2.28;72.45;0.00
31-07-2017;4.24;15.02;297.01;290.27;0.31;2.50;71.44;0.00
01-08-2017;4.36;15.76;294.49;289.81;0.31;2.80;71.18;0.00
02-08-2017;4.39;15.47;295.72;290.32;0.22;2.46;69.93;0.00
03-08-2017;3.79;13.50;295.89;290.14;0.29;1.92;73.18;0.00
04-08-2017;3.77;13.49;296.44;289.80;0.26;2.64;74.25;0.00
05-08-2017;4.38;15.79;296.89;290.23;0.30;2.31;71.29;0.00
06-08-2017;3.40;12.92;293.46;288.26;0.36;2.11;76.08;0.00
07-08-2017;4.06;14.22;295.47;290.13;0.22;2.24;70.71;0.00
08-08-2017;3.73;12.87;295.11;290.51;0.38;2.51;73.70;0.00
09-08-2017;4.14;14.43;297.05;290.17;0.26;2.35;70.12;0.00
10-08-2017;4.56;15.83;297.30;291.07;0.29;2.89;70.90;0.00
11-08-2017;3.53;12.40;293.13;289.05;0.35;2.51;72.40;0.00
12-08-2017;4.25;15.24;295.52;290.41;0.21;2.16;71.96;0.00
13-08-2017;4.59;17.28;294.75;289.86;0.36;2.22;72.54;0.00
14-08-2017;4.33;16.54;297.20;289.30;0.26;2.57;73.87;0.00
15-08-2017;4.36;14.76;297.38;291.01;0.29;2.34;68.81;0.00
16-08-2017;3.65;13.45;292.99;288.78;0.34;1.88;72.70;0.00
17-08-2017;4.32;15.83;295.34;289.79;0.21;2.67;72.23;0.00
18-08-2017;4.56;17.27;295.03;290.23;0.33;2.41;74.56;0.00
19-08-2017;4.36;15.76;296.24;288.70;0.30;2.35;66.58;0.00
20-08-2017;4.42;14.62;297.49;291.05;0.28;2.49;67.28;0.00
21-08-2017;4.44;17.13;292.93;288.95;0.32;2.48;72.85;0.00
22-08-2017;4.10;14.12;295.81;290.50;0.21;2.22;70.19;0.00
23-08-2017;4.64;16.33;295.53;291.21;0.32;2.30;70.68;0.00
24-08-2017;4.24;15.66;294.62;288.64;0.36;2.44;69.24;0.00
25-08-2017;4.66;16.29;297.43;290.08;0.27;2.37;66.50;0.00
26-08-2017;3.67;14.34;292.79;288.09;0.33;2.51;75.91;0.00
27-08-2017;3.75;13.00;295.57;290.12;0.21;2.15;71.89;0.00
28-08-2017;4.90;17.56;295.49;291.29;0.29;2.35;71.15;0.00
29-08-2017;4.08;15.07;294.45;288.59;0.32;2.20;69.90;0.00
30-08-2017;4.91;16.06;297.58;290.92;0.27;2.28;61.31;0.00
31-08-2017;4.34;17.30;292.76;288.65;0.36;2.54;75.08;0.00
01-09-2017;4.13;14.21;295.88;290.68;0.20;2.17;70.35;0.00
02-09-2017;4.50;15.06;296.05;291.79;0.28;2.29;69.27;0.00
03-09-2017;3.92;14.62;294.75;288.78;0.29;2.00;72.11;0.00
04-09-2017;5.03;16.69;297.87;291.07;0.26;2.40;62.73;0.00
05-09-2017;4.55;17.57;293.08;289.30;0.35;2.22;73.44;0.00
06-09-2017;4.46;15.65;296.03;290.95;0.20;2.31;70.79;0.00
07-09-2017;5.47;17.75;296.48;292.52;0.30;2.48;63.00;0.00
08-09-2017;3.66;12.90;295.23;289.53;0.27;2.10;71.91;0.00
09-09-2017;5.03;16.69;297.88;290.70;0.26;2.38;61.38;0.00
10-09-2017;4.44;17.46;293.35;288.91;0.33;2.53;74.21;0.00
11-09-2017;4.06;14.37;295.93;290.81;0.21;2.18;73.36;0.00
12-09-2017;4.53;15.44;295.76;290.41;0.35;2.21;65.71;0.00
13-09-2017;4.66;15.95;296.21;290.65;0.26;2.24;66.05;0.00
14-09-2017;4.67;16.05;297.27;290.36;0.25;2.61;66.56;0.00
15-09-2017;3.49;13.44;292.98;288.59;0.33;2.77;77.50;0.00
16-09-2017;4.60;16.90;295.88;290.63;0.21;2.68;73.15;0.00
17-09-2017;4.03;13.85;295.28;290.45;0.32;2.01;69.55;0.00
18-09-2017;4.48;15.16;296.19;290.93;0.25;2.38;67.97;0.00
19-09-2017;3.43;11.08;296.55;290.08;0.25;2.08;69.07;0.00
20-09-2017;4.62;18.13;292.87;288.93;0.38;2.56;73.14;0.00
21-09-2017;4.43;16.70;295.87;290.09;0.20;2.52;74.71;0.00
22-09-2017;4.95;16.78;295.80;291.62;0.30;2.55;67.33;0.00
23-09-2017;4.67;17.50;296.12;289.63;0.25;2.11;70.78;0.00
24-09-2017;4.60;16.25;296.57;289.90;0.25;2.36;67.16;0.00
25-09-2017;3.95;14.34;293.18;289.36;0.37;2.18;71.96;0.00
26-09-2017;4.02;14.65;295.76;290.08;0.20;2.64;74.44;0.00
27-09-2017;4.97;18.05;295.29;290.34;0.28;2.52;68.87;0.00
28-09-2017;5.05;17.04;296.26;290.96;0.26;2.20;62.77;0.00
29-09-2017;4.57;16.48;297.01;290.49;0.25;2.52;71.45;0.00
30-09-2017;4.52;16.22;293.42;290.14;0.36;2.36;69.85;0.00
01-10-2017;3.89;13.77;295.56;290.17;0.20;2.17;72.65;0.00
02-10-2017;5.25;17.84;295.31;291.00;0.27;2.66;63.82;0.00
03-10-2017;4.81;17.03;296.30;290.40;0.27;2.54;68.00;0.00
04-10-2017;4.49;16.54;297.16;290.28;0.25;2.72;73.09;0.00
05-10-2017;4.93;17.18;293.57;290.46;0.35;2.38;65.65;0.00
06-10-2017;3.75;12.93;295.45;290.22;0.20;2.79;73.38;0.00
07-10-2017;4.87;18.42;295.70;289.80;0.26;2.85;71.35;0.00
08-10-2017;4.81;17.48;296.78;290.29;0.27;2.23;69.37;0.00
09-10-2017;4.37;15.43;297.84;291.06;0.25;2.43;72.62;0.00
10-10-2017;4.99;17.92;294.10;290.34;0.34;2.59;67.83;0.00
11-10-2017;4.05;13.96;295.28;290.18;0.22;2.43;70.27;0.00
12-10-2017;4.61;15.65;295.97;290.48;0.25;2.83;67.08;0.00
13-10-2017;3.99;13.95;296.10;290.15;0.27;2.19;70.93;0.00
14-10-2017;4.50;15.47;298.01;291.32;0.25;2.26;69.90;0.00
15-10-2017;3.90;14.01;293.70;289.27;0.32;2.49;71.77;0.00
16-10-2017;4.17;14.91;295.22;289.97;0.22;2.25;71.28;0.00
17-10-2017;4.74;18.56;295.36;289.26;0.27;2.51;73.43;0.00
18-10-2017;4.72;17.18;296.91;290.52;0.27;2.35;71.20;0.00
19-10-2017;4.77;16.70;298.32;291.43;0.25;2.41;70.37;0.00
20-10-2017;4.76;16.17;294.34;290.49;0.32;2.55;65.36;0.00
21-10-2017;4.26;15.49;294.98;289.74;0.22;2.22;71.01;0.00
22-10-2017;4.14;15.08;295.55;290.12;0.31;2.02;72.98;0.00
23-10-2017;5.11;17.20;295.63;293.01;0.33;2.35;69.57;0.00
24-10-2017;5.12;17.38;299.77;293.48;0.29;2.68;72.34;0.00
25-10-2017;4.14;13.51;296.65;292.61;0.27;2.32;72.01;0.00
26-10-2017;4.96;16.74;297.61;292.36;0.24;2.33;68.82;0.00
27-10-2017;5.12;18.87;295.32;291.76;0.29;2.24;74.11;0.00
28-10-2017;5.46;17.45;300.07;294.62;0.28;2.25;67.30;0.00
29-10-2017;4.77;16.15;296.65;292.41;0.26;2.17;69.93;0.00
30-10-2017;4.73;17.29;297.02;291.12;0.25;2.64;73.62;0.00
31-10-2017;5.26;18.79;295.78;292.41;0.26;2.23;72.51;0.00
01-11-2017;5.48;17.28;300.03;294.28;0.28;2.57;66.27;0.00
02-11-2017;4.91;17.11;296.85;291.99;0.26;2.44;70.99;0.00
03-11-2017;4.37;15.02;297.12;291.59;0.25;2.71;72.44;0.00
04-11-2017;5.06;16.84;296.94;293.49;0.24;2.29;70.33;0.00
05-11-2017;5.16;17.20;299.62;293.73;0.29;2.53;70.99;0.00
06-11-2017;4.67;16.25;296.69;291.93;0.26;2.26;71.70;0.00
07-11-2017;5.04;17.33;297.57;292.21;0.25;2.46;69.77;0.00
08-11-2017;4.72;16.17;297.16;293.00;0.23;2.37;73.47;0.00
09-11-2017;5.49;17.15;300.03;295.06;0.29;2.54;67.46;0.00
10-11-2017;4.91;16.70;296.90;292.36;0.26;2.31;69.53;0.00
11-11-2017;4.09;14.45;296.87;290.76;0.27;2.33;73.27;0.00
12-11-2017;5.60;19.07;297.52;293.51;0.22;2.16;69.25;0.00
13-11-2017;5.40;17.15;300.03;294.99;0.29;2.33;68.64;0.00
14-11-2017;4.43;15.11;296.63;292.00;0.26;2.65;72.54;0.00
15-11-2017;4.92;16.12;297.16;292.35;0.28;2.29;66.20;0.00
16-11-2017;5.55;17.89;297.66;294.12;0.31;2.10;65.44;0.00
17-11-2017;4.94;15.57;300.06;294.72;0.29;2.45;70.28;0.00
18-11-2017;4.83;16.08;296.71;292.21;0.25;2.55;68.58;0.00
19-11-2017;4.17;15.30;296.90;290.75;0.27;2.49;75.86;0.00
20-11-2017;5.41;18.32;295.59;293.26;0.39;2.24;68.88;0.00
21-11-2017;5.72;17.59;300.17;295.76;0.30;2.50;66.72;0.00
22-11-2017;4.50;14.84;296.59;291.76;0.25;2.14;67.15;0.00
23-11-2017;3.70;12.95;296.45;290.88;0.27;2.17;75.05;0.00
24-11-2017;5.16;17.03;295.98;293.64;0.33;2.00;68.22;0.00
25-11-2017;3.44;8.35;299.11;296.19;0.31;1.99;65.77;0.00
26-11-2017;4.76;16.70;296.43;291.40;0.25;2.52;70.72;0.00
27-11-2017;4.99;17.60;297.14;292.03;0.27;2.36;71.42;0.00
28-11-2017;4.97;18.68;295.76;289.84;0.22;2.50;70.25;0.00
29-11-2017;4.57;15.63;299.40;292.34;0.22;2.38;72.19;0.00
30-11-2017;4.73;18.29;294.54;290.12;0.28;2.32;75.52;0.00
01-12-2017;5.03;16.94;295.12;290.71;0.22;2.51;63.20;0.00
02-12-2017;4.47;17.11;295.88;289.81;0.21;2.16;74.76;0.00
03-12-2017;4.40;14.11;299.28;293.04;0.22;2.34;70.15;0.00
04-12-2017;4.17;14.50;295.05;291.20;0.28;1.93;71.76;0.00
05-12-2017;4.51;16.70;295.31;289.61;0.22;2.41;70.91;0.00
06-12-2017;4.74;16.58;296.37;291.25;0.21;2.39;69.89;0.00
07-12-2017;5.36;17.71;299.47;293.14;0.31;2.39;66.94;0.00
08-12-2017;4.38;14.69;295.44;291.67;0.31;2.07;68.85;0.00
09-12-2017;4.44;16.68;295.30;289.74;0.22;2.46;73.08;0.00
10-12-2017;4.41;15.86;296.39;290.45;0.21;2.50;71.87;0.00
11-12-2017;3.67;12.11;297.61;291.55;0.39;2.21;73.13;0.00
12-12-2017;4.55;15.94;295.38;291.44;0.34;1.91;70.74;0.00
13-12-2017;4.50;15.71;295.90;290.87;0.22;2.37;69.98;0.00
14-12-2017;4.77;18.75;296.05;289.45;0.20;2.48;74.27;0.00
15-12-2017;4.39;15.02;297.67;292.10;0.38;2.27;72.45;0.00
16-12-2017;5.69;18.72;295.92;293.23;0.34;2.44;65.06;0.00
17-12-2017;4.92;17.09;296.30;291.54;0.22;2.74;69.71;0.00
18-12-2017;4.47;16.12;296.41;290.56;0.20;2.06;71.34;0.00
19-12-2017;3.75;12.69;296.93;291.90;0.37;2.26;75.25;0.00
20-12-2017;5.20;17.86;295.89;292.30;0.32;2.60;69.32;0.00
21-12-2017;4.20;15.26;296.14;290.31;0.22;2.22;73.35;0.00
22-12-2017;4.22;15.12;296.13;290.31;0.20;2.18;71.87;0.00
23-12-2017;4.70;15.76;298.07;292.84;0.37;2.53;71.73;0.00
24-12-2017;4.66;16.13;296.06;291.87;0.31;2.07;70.65;0.00
25-12-2017;4.02;14.55;295.98;290.01;0.22;2.32;73.50;0.00
26-12-2017;5.28;19.50;297.18;290.70;0.20;2.30;69.66;0.00
27-12-2017;4.93;17.05;298.47;292.48;0.37;2.38;71.45;0.00
28-12-2017;4.81;16.22;296.17;292.19;0.29;2.00;67.92;0.00
29-12-2017;4.14;14.87;295.84;290.05;0.22;2.61;72.62;0.00
30-12-2017;4.63;17.20;296.48;290.08;0.20;2.07;71.70;0.00
31-12-2017;4.67;15.46;298.44;292.64;0.35;2.36;69.75;0.00
01-01-2018;4.99;18.23;295.91;290.99;0.28;2.31;71.41;0.00
02-01-2018;4.09;13.96;295.61;290.72;0.23;2.17;70.08;0.00
03-01-2018;4.14;13.31;295.83;293.12;0.30;1.89;70.43;0.00
04-01-2018;6.05;18.27;299.77;296.51;0.35;2.30;64.39;0.00
05-01-2018;4.78;16.08;296.98;292.31;0.25;2.18;69.03;0.00
06-01-2018;5.05;17.07;297.75;292.82;0.27;2.80;70.79;0.00
07-01-2018;4.98;18.79;296.50;290.32;0.20;2.60;72.24;0.00
08-01-2018;5.07;17.21;298.48;292.58;0.34;2.39;69.28;0.00
09-01-2018;4.52;16.44;295.78;290.71;0.27;2.11;72.47;0.00
10-01-2018;4.56;17.23;295.43;290.04;0.24;2.53;73.81;0.00
11-01-2018;5.01;18.68;297.33;291.20;0.20;2.39;73.94;0.00
12-01-2018;4.51;15.76;298.37;291.56;0.33;2.47;72.32;0.00
13-01-2018;4.81;17.28;296.34;291.37;0.27;2.35;72.11;0.00
14-01-2018;4.65;16.99;296.00;290.76;0.24;2.38;72.54;0.00
15-01-2018;5.20;19.15;297.57;291.32;0.20;2.34;72.28;0.00
16-01-2018;4.34;14.17;298.27;292.01;0.32;2.06;68.08;0.00
17-01-2018;4.26;15.46;295.89;290.69;0.26;2.28;74.23;0.00
18-01-2018;4.58;16.16;296.31;291.03;0.24;2.53;71.07;0.00
19-01-2018;4.98;18.99;297.56;290.79;0.20;2.43;75.04;0.00
20-01-2018;5.05;17.15;298.06;291.26;0.32;2.49;65.60;0.00
21-01-2018;4.23;14.83;296.02;291.19;0.25;2.38;73.17;0.00
22-01-2018;4.47;16.03;296.29;290.87;0.23;2.32;72.35;0.00
23-01-2018;4.87;18.27;297.36;290.61;0.20;2.21;73.30;0.00
24-01-2018;4.89;17.08;297.55;290.89;0.35;2.83;68.60;0.00
25-01-2018;4.79;16.26;296.33;292.06;0.33;2.13;68.85;0.00
26-01-2018;4.74;16.53;296.74;291.46;0.23;2.84;70.96;0.00
27-01-2018;4.85;17.93;297.04;290.75;0.19;2.41;72.65;0.00
28-01-2018;4.91;16.45;297.97;291.91;0.35;2.18;66.34;0.00
29-01-2018;4.61;15.49;296.16;292.53;0.37;1.97;69.95;0.00
30-01-2018;4.68;16.55;297.05;291.49;0.23;2.59;72.19;0.00
31-01-2018;5.10;17.47;297.66;292.30;0.20;2.37;69.23;0.00
01-02-2018;5.09;17.05;298.49;292.35;0.34;2.26;66.86;0.00
02-02-2018;5.00;17.64;296.21;292.05;0.35;2.44;71.68;0.00
03-02-2018;4.92;16.98;297.19;291.62;0.24;2.69;69.36;0.00
04-02-2018;5.08;18.92;297.30;291.24;0.20;2.34;73.57;0.00
05-02-2018;5.05;16.57;298.76;292.51;0.33;2.46;66.47;0.00
06-02-2018;5.31;18.21;296.49;292.64;0.33;2.25;68.78;0.00
07-02-2018;4.82;16.93;297.00;291.33;0.26;2.53;70.22;0.00
08-02-2018;4.94;17.93;297.54;291.65;0.20;2.14;73.02;0.00
09-02-2018;4.85;16.12;298.78;292.39;0.32;2.25;67.90;0.00
10-02-2018;3.91;13.42;295.75;291.54;0.32;2.02;73.61;0.00
11-02-2018;4.71;16.79;297.01;291.15;0.27;2.48;71.55;0.00
12-02-2018;4.28;14.76;297.38;291.61;0.19;2.53;73.02;0.00
13-02-2018;4.99;16.99;298.95;292.48;0.32;2.39;69.92;0.00
14-02-2018;5.39;17.98;296.42;293.06;0.31;2.10;66.45;0.00
15-02-2018;4.96;17.18;296.91;291.46;0.26;2.62;68.79;0.00
16-02-2018;5.46;17.59;296.67;294.15;0.27;2.31;66.96;0.00
17-02-2018;5.40;17.31;300.13;295.38;0.36;2.64;71.29;0.00
18-02-2018;4.49;16.12;296.76;291.43;0.25;2.49;74.13;0.00
19-02-2018;5.10;16.71;297.90;293.30;0.26;2.18;67.66;0.00
20-02-2018;3.29;10.38;295.64;292.41;0.24;1.77;73.01;0.00
21-02-2018;5.55;17.72;300.16;295.69;0.36;2.72;71.21;0.00
22-02-2018;4.80;16.32;297.19;292.54;0.26;2.32;70.81;0.00
23-02-2018;4.80;16.31;298.02;292.65;0.26;2.33;71.29;0.00
24-02-2018;5.66;18.60;297.08;294.18;0.23;2.12;67.08;0.00
25-02-2018;5.65;16.96;300.56;296.81;0.36;2.40;67.39;0.00
26-02-2018;4.36;14.78;297.06;292.17;0.26;2.20;71.88;0.00
27-02-2018;4.72;16.99;297.68;291.89;0.25;2.64;74.62;0.00
28-02-2018;5.67;18.03;297.91;294.52;0.22;2.22;65.17;0.00
01-03-2018;5.80;17.23;301.17;297.57;0.35;2.22;66.77;0.00
